@timestamp,node_description,node_name,error_code,error_message,error_color,requires_ui
2025-05-01T00:00:02.488-05:00,52 - IAU/4,52_4_IAU,5CE3,Safety shield open,Red,User Error
2025-05-01T00:00:02.501-05:00,64 - I1K/2,64_2_I1K,2440,No Ack Received,Red,Analyzer Error
2025-05-01T00:00:08.330-05:00,163 - UTC/28,163_28_UTC(SLAVE),S0033,CANoE: Timeout receiving answer,Red,Yes
2025-05-01T00:01:03.085-05:00,52 - IAU/4,52_4_IAU,89B2,Robot Move Error - Axis Z,Red,Yes
2025-05-01T00:01:03.444-05:00,52 - IAU/4,52_4_IAU,5C0F,Initialization in progress,Red,No
2025-05-01T00:05:28.616-05:00,60 - IOM/9,60_9_MIOM,M21BA,Carrier Runaway Error,Red,Yes
2025-05-01T00:05:56.296-05:00,60 - IOM/9,60_9_MIOM,M21BA,Carrier Runaway Error,Red,Yes
2025-05-01T00:06:34.364-05:00,60 - IOM/9,60_9_MIOM,M21BA,Carrier Runaway Error,Red,Yes
2025-05-01T00:06:54.733-05:00,60 - IOM/9,60_9_MIOM,M21BA,Carrier Runaway Error,Red,Yes
2025-05-01T00:13:17.748-05:00,27 - CO8/1,27_1_CO8,5ECF,Robot Not Homed,Red,No
2025-05-01T00:16:26.763-05:00,126 - ALQ/1,126_1_ALQ,M01D3,Too Many Labelling Failure,Red,Yes
2025-05-01T00:19:45.957-05:00,50 - IAU/2,50_2_IAU,5C82,Rack stuck between Unload Position and Analyzer Pre-Input Position,Red,No
2025-05-01T00:20:57.035-05:00,17 - STL/1,17_1_STL,38D2,TRANSFER OUT Error,Red,Analyzer Error
2025-05-01T00:23:46.756-05:00,50 - IAU/2,50_2_IAU,5C80,Unload Position - Rack not correctly positioned,Red,No
2025-05-01T00:27:23.289-05:00,126 - ALQ/1,126_1_ALQ,M01B5,Pinch Roller Move Failure,Red,Yes
2025-05-01T00:31:38.738-05:00,107 - FIM/6,107_6_BIM,12D4,Diverter jam error,Red,Yes
2025-05-01T00:33:11.606-05:00,52 - IAU/4,52_4_IAU,5C0F,Initialization in progress,Red,No
2025-05-01T00:36:16.160-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T00:36:39.607-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T00:36:43.474-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T00:39:12.028-05:00,88 - DSM/1,88_1_DSM,787,Foil Sensor Obstruction,Red,Yes
2025-05-01T00:40:32.955-05:00,88 - DSM/1,88_1_DSM,787,Foil Sensor Obstruction,Red,Yes
2025-05-01T00:41:45.079-05:00,104 - FIM/3,104_3_BIM,12A7,Gripper Close Fault,Red,Yes
2025-05-01T00:42:30.495-05:00,104 - FIM/3,104_3_BIM,12A7,Gripper Close Fault,Red,Yes
2025-05-01T00:42:34.349-05:00,104 - FIM/3,104_3_BIM,12A7,Gripper Close Fault,Red,Yes
2025-05-01T00:44:17.078-05:00,17 - STL/1,17_1_STL,38D2,TRANSFER OUT Error,Red,Analyzer Error
2025-05-01T00:45:55.230-05:00,17 - STL/1,17_1_STL,38A1,Analyzer Error Status,Red,Analyzer Error
2025-05-01T00:46:16.868-05:00,17 - STL/1,17_1_STL,S0066,Diagnostic Macro Not Found,Red,No
2025-05-01T00:46:35.131-05:00,17 - STL/1,17_1_STL,3811,Analyzer Initializing,Red,Analyzer Error
2025-05-01T00:46:43.899-05:00,17 - STL/1,17_1_STL,S0066,Diagnostic Macro Not Found,Red,No
2025-05-01T00:46:43.901-05:00,17 - STL/1,17_1_STL,38B5,Analyzer Not Ready During Initialization,Red,Analyzer Error
2025-05-01T00:47:52.748-05:00,103 - FIM/2,103_2_BIM,12C9,Sample Tube Presence Sensor Error,Red,Yes
2025-05-01T00:48:08.148-05:00,107 - FIM/6,107_6_BIM,12D4,Diverter jam error,Red,Yes
2025-05-01T00:48:12.553-05:00,103 - FIM/2,103_2_BIM,12C9,Sample Tube Presence Sensor Error,Red,Yes
2025-05-01T00:48:16.770-05:00,103 - FIM/2,103_2_BIM,12C9,Sample Tube Presence Sensor Error,Red,Yes
2025-05-01T00:48:24.011-05:00,103 - FIM/2,103_2_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T00:48:58.664-05:00,103 - FIM/2,103_2_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T00:49:02.297-05:00,103 - FIM/2,103_2_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T00:51:37.643-05:00,17 - STL/1,17_1_STL,S0066,Diagnostic Macro Not Found,Red,No
2025-05-01T00:52:55.223-05:00,17 - STL/1,17_1_STL,38D6,TRANSFER IN Error,Red,Analyzer Error
2025-05-01T00:57:17.999-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T00:57:47.683-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T00:57:47.976-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T00:57:51.327-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T01:08:18.959-05:00,37 - BP2/1,37_1_BP2,2299,Disk Rotation Failure,Red,Yes
2025-05-01T01:08:19.533-05:00,126 - ALQ/1,126_1_ALQ,M01B5,Pinch Roller Move Failure,Red,Yes
2025-05-01T01:13:06.751-05:00,104 - FIM/3,104_3_BIM,12C9,Sample Tube Presence Sensor Error,Red,Yes
2025-05-01T01:13:31.904-05:00,104 - FIM/3,104_3_BIM,12C9,Sample Tube Presence Sensor Error,Red,Yes
2025-05-01T01:13:34.511-05:00,104 - FIM/3,104_3_BIM,12C9,Sample Tube Presence Sensor Error,Red,Yes
2025-05-01T01:13:36.262-05:00,104 - FIM/3,104_3_BIM,12C9,Sample Tube Presence Sensor Error,Red,Yes
2025-05-01T01:13:56.972-05:00,77 - SM/5,77_5_SM,696,Reel End,Red,Maintenance
2025-05-01T01:13:58.401-05:00,77 - SM/5,77_5_SM,696,Reel End,Red,Maintenance
2025-05-01T01:14:45.441-05:00,17 - STL/1,17_1_STL,38A1,Analyzer Error Status,Red,Analyzer Error
2025-05-01T01:14:48.993-05:00,17 - STL/1,17_1_STL,3812,Analyzer Busy,Red,Analyzer Error
2025-05-01T01:14:49.809-05:00,17 - STL/1,17_1_STL,3811,Analyzer Initializing,Red,Analyzer Error
2025-05-01T01:15:53.197-05:00,77 - SM/5,77_5_SM,696,Reel End,Red,Maintenance
2025-05-01T01:19:45.521-05:00,78 - SM/6,78_6_SM,697,Foil Lost,Red,Yes
2025-05-01T01:21:08.883-05:00,78 - SM/6,78_6_SM,697,Foil Lost,Red,Yes
2025-05-01T01:23:11.141-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T01:23:43.910-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T01:23:47.937-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T01:23:48.137-05:00,129 - ALQ/4,129_4_ALQ,M01C0,Tube Gripper Close Fault,Red,Yes
2025-05-01T01:24:54.212-05:00,105 - FIM/4,105_4_BIM,12A0,Robot - Arm Down Failure,Red,Yes
2025-05-01T01:25:26.174-05:00,105 - FIM/4,105_4_BIM,12A0,Robot - Arm Down Failure,Red,Yes
2025-05-01T01:25:26.480-05:00,105 - FIM/4,105_4_BIM,12A0,Robot - Arm Down Failure,Red,Yes
2025-05-01T01:25:28.798-05:00,105 - FIM/4,105_4_BIM,12A0,Robot - Arm Down Failure,Red,Yes
2025-05-01T01:25:30.547-05:00,105 - FIM/4,105_4_BIM,12A0,Robot - Arm Down Failure,Red,Yes
2025-05-01T01:29:00.104-05:00,37 - BP2/1,37_1_BP2,2201,Cancel Notification Timeout Expired - Sampling Gate,Red,Yes
2025-05-01T01:29:43.368-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T01:30:05.878-05:00,105 - FIM/4,105_4_BIM,12D4,Diverter jam error,Red,Yes
2025-05-01T01:30:26.283-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T01:30:29.994-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T01:41:41.897-05:00,104 - FIM/3,104_3_BIM,12D3,Tube Stuck Error,Red,Yes
2025-05-01T01:42:07.523-05:00,104 - FIM/3,104_3_BIM,12D3,Tube Stuck Error,Red,Yes
2025-05-01T01:42:10.187-05:00,104 - FIM/3,104_3_BIM,12D3,Tube Stuck Error,Red,Yes
2025-05-01T01:42:11.894-05:00,104 - FIM/3,104_3_BIM,12D3,Tube Stuck Error,Red,Yes
2025-05-01T01:43:07.940-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T01:43:33.815-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T01:43:37.318-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T01:47:32.955-05:00,29 - CS5/1,29_1_CS5,0A5D,Analyzer Pausing,Red,Analyzer Error
2025-05-01T01:55:07.689-05:00,17 - STL/1,17_1_STL,3832,Consumable Expired,Red,Analyzer Error
2025-05-01T01:58:12.078-05:00,107 - FIM/6,107_6_BIM,12D4,Diverter jam error,Red,Yes
2025-05-01T01:59:05.846-05:00,106 - FIM/5,106_5_BIM,12C9,Sample Tube Presence Sensor Error,Red,Yes
2025-05-01T01:59:13.080-05:00,122 - DCM/6,122_6_DCM,583,Head Rotation To Waste Position Error,Red,Yes
2025-05-01T01:59:28.668-05:00,106 - FIM/5,106_5_BIM,12C9,Sample Tube Presence Sensor Error,Red,Yes
2025-05-01T01:59:30.029-05:00,106 - FIM/5,106_5_BIM,12C9,Sample Tube Presence Sensor Error,Red,Yes
2025-05-01T01:59:31.518-05:00,106 - FIM/5,106_5_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T01:59:32.486-05:00,106 - FIM/5,106_5_BIM,12C9,Sample Tube Presence Sensor Error,Red,Yes
2025-05-01T01:59:51.170-05:00,106 - FIM/5,106_5_BIM,12D4,Diverter jam error,Red,Yes
2025-05-01T02:00:16.835-05:00,106 - FIM/5,106_5_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T02:00:20.919-05:00,106 - FIM/5,106_5_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T02:00:57.254-05:00,122 - DCM/6,122_6_DCM,583,Head Rotation To Waste Position Error,Red,Yes
2025-05-01T02:10:01.866-05:00,44 - TBM/7,44_4_IUT,M0A05,Jam on Pit lane,Red,No
2025-05-01T02:17:40.318-05:00,29 - CS5/1,29_1_CS5,0A5D,Analyzer Pausing,Red,Analyzer Error
2025-05-01T02:18:24.958-05:00,89 - DSM/2,89_2_DSM,SC0B3,Too Many GATE-WARNING Messages,Red,Yes
2025-05-01T02:23:24.711-05:00,49 - IAU/1,49_1_IAU,5C84,Analyzer Pre-Input Position - Rack not arrived,Red,No
2025-05-01T02:24:46.434-05:00,49 - IAU/1,49_1_IAU,5CE3,Safety shield open,Red,User Error
2025-05-01T02:25:22.782-05:00,49 - IAU/1,49_1_IAU,5C84,Analyzer Pre-Input Position - Rack not arrived,Red,No
2025-05-01T02:26:29.956-05:00,44 - TBM/7,44_4_IUT,M0A05,Jam on Pit lane,Red,No
2025-05-01T02:34:01.202-05:00,31 - LXL/1,31_1_LXL,3680,Communication Error during Sampling Request,Red,Analyzer Error
2025-05-01T02:37:08.573-05:00,120 - DCM/4,120_4_DCM,583,Head Rotation To Waste Position Error,Red,Yes
2025-05-01T02:37:46.755-05:00,31 - LXL/1,31_1_LXL,3680,Communication Error during Sampling Request,Red,Analyzer Error
2025-05-01T02:38:08.951-05:00,120 - DCM/4,120_4_DCM,583,Head Rotation To Waste Position Error,Red,Yes
2025-05-01T02:43:59.455-05:00,10 - TBM/2,10_2_IUT,M0A05,Jam on Pit lane,Red,No
2025-05-01T02:50:34.722-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T02:50:58.134-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T02:51:02.940-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T02:54:04.893-05:00,52 - IAU/4,52_4_IAU,5C96,Analyzer Exit - Rack not detected,Red,No
2025-05-01T02:59:10.684-05:00,44 - TBM/7,44_4_IUT,M0A05,Jam on Pit lane,Red,No
2025-05-01T03:05:50.765-05:00,44 - TBM/7,44_4_IUT,M0A05,Jam on Pit lane,Red,No
2025-05-01T03:13:57.145-05:00,44 - TBM/7,44_4_IUT,M0A05,Jam on Pit lane,Red,No
2025-05-01T03:19:55.983-05:00,44 - TBM/7,44_4_IUT,M0A05,Jam on Pit lane,Red,No
2025-05-01T03:21:18.966-05:00,103 - FIM/2,103_2_BIM,12C4,Hopper - Tube Elevator Up Motion Error,Red,Yes
2025-05-01T03:30:54.802-05:00,107 - FIM/6,107_6_BIM,12D4,Diverter jam error,Red,Yes
2025-05-01T03:35:58.328-05:00,106 - FIM/5,106_5_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T03:36:57.441-05:00,106 - FIM/5,106_5_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T03:37:00.057-05:00,106 - FIM/5,106_5_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T03:37:01.798-05:00,106 - FIM/5,106_5_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T03:38:31.813-05:00,106 - FIM/5,106_5_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T03:38:52.062-05:00,106 - FIM/5,106_5_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T03:38:52.325-05:00,106 - FIM/5,106_5_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T03:38:54.559-05:00,106 - FIM/5,106_5_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T03:38:56.233-05:00,106 - FIM/5,106_5_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T03:42:34.086-05:00,27 - CO8/1,27_1_CO8,5DB1,Sample Tube Not Found in Rack,Red,No
2025-05-01T03:43:37.898-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T03:44:14.945-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T03:44:19.168-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T03:47:00.960-05:00,122 - DCM/6,122_6_DCM,583,Head Rotation To Waste Position Error,Red,Yes
2025-05-01T03:47:40.582-05:00,122 - DCM/6,122_6_DCM,583,Head Rotation To Waste Position Error,Red,Yes
2025-05-01T03:50:58.215-05:00,106 - FIM/5,106_5_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T03:51:17.755-05:00,106 - FIM/5,106_5_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T03:51:22.077-05:00,106 - FIM/5,106_5_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T03:55:38.833-05:00,103 - FIM/2,103_2_BIM,12D4,Diverter jam error,Red,Yes
2025-05-01T03:55:49.777-05:00,122 - DCM/6,122_6_DCM,583,Head Rotation To Waste Position Error,Red,Yes
2025-05-01T03:56:46.241-05:00,122 - DCM/6,122_6_DCM,583,Head Rotation To Waste Position Error,Red,Yes
2025-05-01T03:59:07.970-05:00,107 - FIM/6,107_6_BIM,12D4,Diverter jam error,Red,Yes
2025-05-01T04:00:08.714-05:00,44 - TBM/7,44_4_IUT,M0A05,Jam on Pit lane,Red,No
2025-05-01T04:06:00.303-05:00,44 - TBM/7,44_4_IUT,M0A05,Jam on Pit lane,Red,No
2025-05-01T04:09:31.626-05:00,123 - DCM/7,123_7_DCM,514,Cap Waste Has Been Removed,Red,User Error
2025-05-01T04:10:09.375-05:00,122 - DCM/6,122_6_DCM,514,Cap Waste Has Been Removed,Red,User Error
2025-05-01T04:10:17.494-05:00,103 - FIM/2,103_2_BIM,1228,Residual Samples In The Tray,Red,No
2025-05-01T04:10:27.340-05:00,107 - FIM/6,107_6_BIM,12D4,Diverter jam error,Red,Yes
2025-05-01T04:12:20.682-05:00,121 - DCM/5,121_5_DCM,514,Cap Waste Has Been Removed,Red,User Error
2025-05-01T04:12:49.481-05:00,120 - DCM/4,120_4_DCM,514,Cap Waste Has Been Removed,Red,User Error
2025-05-01T04:13:36.537-05:00,119 - DCM/3,119_3_DCM,514,Cap Waste Has Been Removed,Red,User Error
2025-05-01T04:16:13.359-05:00,104 - FIM/3,104_3_BIM,1228,Residual Samples In The Tray,Red,No
2025-05-01T04:20:18.176-05:00,17 - STL/1,17_1_STL,3832,Consumable Expired,Red,Analyzer Error
2025-05-01T04:23:01.184-05:00,37 - BP2/1,37_1_BP2,2201,Cancel Notification Timeout Expired - Sampling Gate,Red,Yes
2025-05-01T04:24:14.849-05:00,17 - STL/1,17_1_STL,3812,Analyzer Busy,Red,Analyzer Error
2025-05-01T04:26:02.901-05:00,106 - FIM/5,106_5_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T04:26:33.296-05:00,106 - FIM/5,106_5_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T04:26:33.591-05:00,106 - FIM/5,106_5_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T04:26:38.019-05:00,106 - FIM/5,106_5_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T04:35:22.250-05:00,44 - TBM/7,44_4_IUT,M0A05,Jam on Pit lane,Red,No
2025-05-01T04:35:30.731-05:00,50 - IAU/2,50_2_IAU,5C96,Analyzer Exit - Rack not detected,Red,No
2025-05-01T04:37:14.999-05:00,103 - FIM/2,103_2_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T04:37:45.922-05:00,103 - FIM/2,103_2_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T04:37:48.508-05:00,103 - FIM/2,103_2_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T04:37:50.202-05:00,103 - FIM/2,103_2_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T04:39:17.594-05:00,127 - ALQ/2,127_2_ALQ,M019E,Tip Waste Missing,Red,User Error
2025-05-01T04:39:49.246-05:00,37 - BP2/1,37_1_BP2,2201,Cancel Notification Timeout Expired - Sampling Gate,Red,Yes
2025-05-01T04:40:42.541-05:00,27 - CO8/1,27_1_CO8,SC0B3,Too Many GATE-WARNING Messages,Red,Yes
2025-05-01T04:44:20.098-05:00,105 - FIM/4,105_4_BIM,12A7,Gripper Close Fault,Red,Yes
2025-05-01T04:45:07.490-05:00,105 - FIM/4,105_4_BIM,12A7,Gripper Close Fault,Red,Yes
2025-05-01T04:45:10.116-05:00,105 - FIM/4,105_4_BIM,12A7,Gripper Close Fault,Red,Yes
2025-05-01T04:45:11.905-05:00,105 - FIM/4,105_4_BIM,12A7,Gripper Close Fault,Red,Yes
2025-05-01T04:45:19.891-05:00,44 - TBM/7,44_4_IUT,M0A05,Jam on Pit lane,Red,No
2025-05-01T04:45:24.706-05:00,106 - FIM/5,106_5_BIM,12D3,Tube Stuck Error,Red,Yes
2025-05-01T04:45:47.374-05:00,106 - FIM/5,106_5_BIM,12D3,Tube Stuck Error,Red,Yes
2025-05-01T04:45:49.726-05:00,106 - FIM/5,106_5_BIM,12D3,Tube Stuck Error,Red,Yes
2025-05-01T04:45:51.429-05:00,106 - FIM/5,106_5_BIM,12D3,Tube Stuck Error,Red,Yes
2025-05-01T04:47:28.824-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T04:47:58.204-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T04:48:00.725-05:00,103 - FIM/2,103_2_BIM,1228,Residual Samples In The Tray,Red,No
2025-05-01T04:53:48.293-05:00,106 - FIM/5,106_5_BIM,12A0,Robot - Arm Down Failure,Red,Yes
2025-05-01T04:53:53.228-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T04:54:08.974-05:00,106 - FIM/5,106_5_BIM,12B5,Homing Fault - Axis Y,Red,Yes
2025-05-01T04:54:35.426-05:00,105 - FIM/4,105_4_BIM,12D4,Diverter jam error,Red,Yes
2025-05-01T04:54:57.644-05:00,104 - FIM/3,104_3_BIM,1228,Residual Samples In The Tray,Red,No
2025-05-01T04:54:59.866-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T04:55:03.847-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T04:55:59.147-05:00,106 - FIM/5,106_5_BIM,12A0,Robot - Arm Down Failure,Red,Yes
2025-05-01T04:56:01.968-05:00,106 - FIM/5,106_5_BIM,12A0,Robot - Arm Down Failure,Red,Yes
2025-05-01T04:56:03.668-05:00,106 - FIM/5,106_5_BIM,12A0,Robot - Arm Down Failure,Red,Yes
2025-05-01T04:57:55.552-05:00,133 - PRM/2,133_2_PRM,4BC1,No Cap in 1st Buffer Lower Position,Red,Yes
2025-05-01T05:02:39.459-05:00,2 - IOM/2,2_2_MIOM,M2196,Sample not detected for unload,Red,Yes
2025-05-01T05:03:35.950-05:00,2 - IOM/2,2_2_MIOM,M2192,Safety switch is opened,Red,Yes
2025-05-01T05:03:36.124-05:00,2 - IOM/2,2_2_MIOM,M2190,Safety Shield Open,Red,User Error
2025-05-01T05:03:46.371-05:00,44 - TBM/7,44_4_IUT,M0A05,Jam on Pit lane,Red,No
2025-05-01T05:04:02.649-05:00,2 - IOM/2,2_2_MIOM,M2192,Safety switch is opened,Red,Yes
2025-05-01T05:04:02.685-05:00,2 - IOM/2,2_2_MIOM,M2196,Sample not detected for unload,Red,Yes
2025-05-01T05:04:36.664-05:00,2 - IOM/2,2_2_MIOM,M2196,Sample not detected for unload,Red,Yes
2025-05-01T05:04:46.381-05:00,2 - IOM/2,2_2_MIOM,SC051,Wrong Carrier Flow,Red,Maintenance
2025-05-01T05:04:47.785-05:00,2 - IOM/2,2_2_MIOM,SC051,Wrong Carrier Flow,Red,Maintenance
2025-05-01T05:04:48.956-05:00,2 - IOM/2,2_2_MIOM,SC051,Wrong Carrier Flow,Red,Maintenance
2025-05-01T05:04:50.532-05:00,2 - IOM/2,2_2_MIOM,SC051,Wrong Carrier Flow,Red,Maintenance
2025-05-01T05:04:52.017-05:00,2 - IOM/2,2_2_MIOM,SC051,Wrong Carrier Flow,Red,Maintenance
2025-05-01T05:06:25.728-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T05:06:33.612-05:00,127 - ALQ/2,127_2_ALQ,M01C3,Pipettor Axis Z Failure,Red,Yes
2025-05-01T05:07:02.238-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T05:07:06.015-05:00,105 - FIM/4,105_4_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T05:07:31.806-05:00,127 - ALQ/2,127_2_ALQ,M019E,Tip Waste Missing,Red,User Error
2025-05-01T05:07:53.076-05:00,133 - PRM/2,133_2_PRM,4B94,Loader Activation Error,Red,Yes
2025-05-01T05:10:39.151-05:00,103 - FIM/2,103_2_BIM,12A7,Gripper Close Fault,Red,Yes
2025-05-01T05:11:51.888-05:00,103 - FIM/2,103_2_BIM,12A7,Gripper Close Fault,Red,Yes
2025-05-01T05:11:54.775-05:00,103 - FIM/2,103_2_BIM,12A7,Gripper Close Fault,Red,Yes
2025-05-01T05:11:56.479-05:00,103 - FIM/2,103_2_BIM,12A7,Gripper Close Fault,Red,Yes
2025-05-01T05:16:48.625-05:00,37 - BP2/1,37_1_BP2,2211,Analyzer Busy,Red,Analyzer Error
2025-05-01T05:22:06.509-05:00,29 - CS5/1,29_1_CS5,0A5D,Analyzer Pausing,Red,Analyzer Error
2025-05-01T05:23:18.652-05:00,123 - DCM/7,123_7_DCM,583,Head Rotation To Waste Position Error,Red,Yes
2025-05-01T05:24:13.504-05:00,107 - FIM/6,107_6_BIM,12A7,Gripper Close Fault,Red,Yes
2025-05-01T05:24:39.541-05:00,123 - DCM/7,123_7_DCM,583,Head Rotation To Waste Position Error,Red,Yes
2025-05-01T05:25:08.546-05:00,107 - FIM/6,107_6_BIM,12A7,Gripper Close Fault,Red,Yes
2025-05-01T05:25:12.048-05:00,107 - FIM/6,107_6_BIM,12A7,Gripper Close Fault,Red,Yes
2025-05-01T05:26:23.295-05:00,49 - IAU/1,49_1_IAU,5C0F,Initialization in progress,Red,No
2025-05-01T05:26:38.887-05:00,49 - IAU/1,49_1_IAU,5C81,Unload Position - Rack stuck,Red,No
2025-05-01T05:27:18.109-05:00,49 - IAU/1,49_1_IAU,5CE3,Safety shield open,Red,User Error
2025-05-01T05:27:19.932-05:00,128 - ALQ/3,128_3_ALQ,M01D1,Printer Out of Paper,Red,Maintenance
2025-05-01T05:27:23.210-05:00,105 - FIM/4,105_4_BIM,12A0,Robot - Arm Down Failure,Red,Yes
2025-05-01T05:29:24.309-05:00,49 - IAU/1,49_1_IAU,5CE3,Safety shield open,Red,User Error
2025-05-01T05:29:51.163-05:00,49 - IAU/1,49_1_IAU,89B2,Robot Move Error - Axis Z,Red,Yes
2025-05-01T05:30:13.578-05:00,107 - FIM/6,107_6_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T05:31:01.170-05:00,29 - CS5/1,29_1_CS5,0A5D,Analyzer Pausing,Red,Analyzer Error
2025-05-01T05:31:37.835-05:00,107 - FIM/6,107_6_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T05:31:42.612-05:00,107 - FIM/6,107_6_BIM,12C1,Sample Tube Missing In Gripper During Loading,Red,Yes
2025-05-01T05:32:09.333-05:00,105 - FIM/4,105_4_BIM,12A0,Robot - Arm Down Failure,Red,Yes
2025-05-01T05:32:13.371-05:00,105 - FIM/4,105_4_BIM,12A0,Robot - Arm Down Failure,Red,Yes
2025-05-01T05:34:25.381-05:00,37 - BP2/1,37_1_BP2,2201,Cancel Notification Timeout Expired - Sampling Gate,Red,Yes
2025-05-01T05:38:07.703-05:00,104 - FIM/3,104_3_BIM,12D4,Diverter jam error,Red,Yes
